;Descrição;Preço;TotalReviews;Loja;Categoria;Tipo
3275;Smart TV 85” Crystal 4K Samsung 85AU8000 Wi-Fi;10990.55;0.0;Magazine Luiza;TV;4k
3277;Smart TV 75” Crystal 4K Samsung 75AU8000 Wi-Fi;7124.05;0.0;Magazine Luiza;TV;4k
3279;Smart TV 55” 4K QLED Samsung 55Q70A Wi-Fi;3799.05;4.0;Magazine Luiza;TV;4k
3280;"Smart TV 4K LG LED UHD 75"" Bluetooth, Inteligência Artificial ThinQAI Smart Magic Google Alexa e WiFi - 75UP8050PSB";5999.0;0.0;Magazine Luiza;TV;4k
3281;"Smart TV LED 50"" Ultra HD 4K Multilaser TL019 Conversor Digital 3 HDMI 2 USB";2243.15;3.0;Magazine Luiza;TV;4k
3287;Smart TV 55” 4K QLED Samsung 55Q80A Wi-Fi;3989.05;0.0;Magazine Luiza;TV;4k
3290;"Smart TV LED 58"" HQ HQSTV58NY Ultra HD 4K Netflix Youtube 2 HDMI 2 USB Wi-Fi";2749.0;3.0;Magazine Luiza;TV;4k
3291;Smart TV 4K HQLED 65” JVC LT-65MB708 Android;4274.05;12.0;Magazine Luiza;TV;4k
3294;TV 50 Polegadas AOC LED Smart 4k WI-FI USB HDMI 50u6305;2549.13;0.0;Magazine Luiza;TV;4k
3298;Smart TV 55” 4K QLED Samsung The Frame 55LS03A;4084.05;0.0;Magazine Luiza;TV;4k
3300;"Smart TV OLED 4K 55"" com Inteligência Artificial ThinQ Google Alexa e Wi-Fi - OLED55C1";5214.0;0.0;Magazine Luiza;TV;4k
3302;"Smart TV Samsung QLED 4K 50Q60A Design Slim Modo Game Som em Movimento Virtual Visual Sem Cabos 50""";3869.0;2.0;Magazine Luiza;TV;4k
3303;"Smart TV 50"" Ultra HD 4K Multilaser TL032 3 HDMI 2 USB Bivolt Wi-Fi";2249.1;0.0;Magazine Luiza;TV;4k
3306;"Smart TV TCL LED Ultra HD 4K 55"" Android TV com Google Assistant, Borda Ultrafina e Wi-Fi - 55P715";3091.23;6.0;Magazine Luiza;TV;4k
3307;Smart TV 55” 4K UHD Nanocell LG 55NANO80SPA;4939.05;0.0;Magazine Luiza;TV;4k
3308;Smart TV 65” 4K QLED Samsung 65Q70A Wi-Fi;6932.15;1.0;Magazine Luiza;TV;4k
3309;"Smart TV LED 65"" UHD 4K LG 65UN7310 Bluetooth, Wi-Fi, HDR";6203.32;0.0;Magazine Luiza;TV;4k
3311;"Smart TV UHD 4K LED IPS 55"" LG 55UN7310PSC Wi-Fi - Bluetooth HDR Inteligência Artificial 3 HDMI 2 USB";3237.65;14.0;Magazine Luiza;TV;4k
3312;"Smart TV LG 43"" Pro 4K UHD HDMI USB Wi-Fi Bluetooth 43UN731C0SC";2260.05;0.0;Magazine Luiza;TV;4k
3315;"Samsung Smart TV Crystal UHD 4K 50"", Tela sem Limites, Visual Livre de Cabos, Alexa e Wi-Fi - 50AU8000";3199.0;0.0;Magazine Luiza;TV;4k
3316;Smart TV 55” Ultra HD 4K LED LG 55UP7550PSF;2944.05;0.0;Magazine Luiza;TV;4k
3318;"Smart TV LED 50"" 4K UHD LG 50UN731C 3 HDMI 2 USB Wi-Fi";2736.15;2.0;Magazine Luiza;TV;4k
3319;Smart TV 43” Ultra HD 4K LED LG 43UP7500PSF;2279.05;0.0;Magazine Luiza;TV;4k
3323;"Smart TV 4K LG NanoCell 50"" com Inteligência Artificial, ThinQ AI, Smart Magic e Wi-Fi - 50NANO75";4499.0;0.0;Magazine Luiza;TV;4k
3324;Smart TV 4K OLED IPS 55” LG OLED55CXPSA;6174.05;22.0;Magazine Luiza;TV;4k
3325;Smart TV 50” 4K QLED Samsung The Frame 50LS03A;3799.05;0.0;Magazine Luiza;TV;4k
3326;"Smart TV Samsung UHD Processador Crystal 4K 58AU7700 Tela sem limites Visual Livre de Cabos 58""";3579.0;0.0;Magazine Luiza;TV;4k
3328;"Smart TV LED 65"" UHD 4K Samsung LH65BETHV Crystal UHD, HDR, Borda Infinita, Controle Remoto Único, Bluetooth - 2020";3559.8;24.0;Magazine Luiza;TV;4k
3334;"Samsung Smart TV UHD 4K 65"" com Processador Crystal 4K, Controle Único, Alexa Built in e Wi-Fi - 65AU7700";3899.0;0.0;Magazine Luiza;TV;4k
3337;Smart TV Crystal 4K 55” Samsung UN55AU7700GXZD Wi-Fi Bluetooth HDR 3 HDMI 1 USB Tizen Comando de Voz;3077.05;0.0;Magazine Luiza;TV;4k
3338;"Smart TV 60"" 4K UHD Samsung Bluetooth HDMI/USB Alexa/Google Assistant Tela Infinita Cinza Titan - UN60AU7700GXZD";3365.15;0.0;Magazine Luiza;TV;4k
3339;"Smart TV Samsung UHD Processador Crystal 4K 50AU7700 Tela Sem Limites Visual Livre de Cabos 50""";3229.0;0.0;Magazine Luiza;TV;4k
3341;Smart TV 65” Ultra HD 4K LED LG 65UP7550PSF;4559.05;0.0;Magazine Luiza;TV;4k
3342;Smart TV 4K LED 82” Samsung UN82TU8000GXZD;9024.05;0.0;Magazine Luiza;TV;4k
3344;Smart TV 4K QLED 65” TCL C715 Android;4748.1;1.0;Magazine Luiza;TV;4k
3345;Smart TV 75” Ultra HD 4K LED LG 75UP8050PSB;6649.05;1.0;Magazine Luiza;TV;4k
3346;Smart TV 50UP7550 LED 50 Polegadas UHD 4k Bluetooth LG;2899.0;0.0;Magazine Luiza;TV;4k
3347;Smart TV 65 Crystal 4K Samsung 65AU7700 - Wi-Fi Bluetooth HDR Alexa Built in 3 HDMI 1 USB;4199.0;0.0;Magazine Luiza;TV;4k
3348;Smart TV 48” 4K UHD OLED LG OLED48C1PSA;5699.05;3.0;Magazine Luiza;TV;4k
3349;Smart TV 65” 4K NEO QLED Mini Led Samsung 65QN90AA;12254.91;0.0;Magazine Luiza;TV;4k
3353;Smart TV Samsung LED 50 4K Wi-Fi Tizen Comando de Voz;3408.45;1.0;Magazine Luiza;TV;4k
3355;Smart TV 4K LED 75” TCL 75P715 Android;5984.05;0.0;Magazine Luiza;TV;4k
3356;Smart TV Ultra HD 4K Neo QLED 55” Samsung Neo;10449.05;0.0;Magazine Luiza;TV;4k
3357;Smart TV Samsung UHD 55 4K Wi-Fi Tizen Comando de Voz;3846.48;0.0;Magazine Luiza;TV;4k
3359;"Smart TV LED 50"" Ultra HD 4K Semp 50SK8300 3 HDMI 2 USB";2699.1;22.0;Magazine Luiza;TV;4k
3360;Smart TV 65” 4K QLED Samsung The Frame 65LS03A;9499.0;0.0;Magazine Luiza;TV;4k
3365;Smart TV 4K LED 65” LG 65UN731C0SC.BWZ;4179.91;0.0;Magazine Luiza;TV;4k
3366;"Smart TV LED 65"" 4K UHD LG 65UN731C 3 HDMI 2 USB Wi-Fi Assitente Virtual Bluetooth";3851.1;3.0;Magazine Luiza;TV;4k
3367;"Smart TV LED LG 43"" 4K 43UN731C0SC HDR Wi-Fi, Bluetooth, HDR Inteligência Artificial ThinQ AI, Google Assistente, Alexa";2204.73;2.0;Magazine Luiza;TV;4k
3369;"Smart TV LED 55"" Ultra HD 4K Samsung LH55BEAHVGGXZD Crystal 3 HDMI 1 USB";2789.1;0.0;Magazine Luiza;TV;4k
3370;Smart TV Ultra HD 4K OLED IPS 77” LG OLED77CXPSA;18999.05;0.0;Magazine Luiza;TV;4k
3371;Smart TV 65” 4K UHD OLED LG OLED65C1PSA;11874.05;0.0;Magazine Luiza;TV;4k
3372;"Smart TV LED 55"" Ultra HD 4K LG 55UP751C ThinQ AI 2 HDMI USB Bluetooth Controle Smart Magic";2789.1;0.0;Magazine Luiza;TV;4k
3375;Smart TV 4K Crystal UHD 58” Samsung UN58TU7020GXZD;3699.0;65.0;Magazine Luiza;TV;4k
3377;"Samsung Smart TV Crystal UHD 4K 65"", Slim, Tela sem Limites, Visual Livre de Cabos, Alexa e Wi-Fi - 65AU8000";4824.63;0.0;Magazine Luiza;TV;4k
3379;Smart TV UHD 4K LED 82” LG 82UN8000PSB Wi-Fi;8999.35;3.0;Magazine Luiza;TV;4k
3380;"Smart TV QLED 4K Samsung 55"", Pontos Quânticos, Tela Ultra-Wide, Alexa built in e Wi-Fi - 55Q60AA";3749.0;0.0;Magazine Luiza;TV;4k
3381;Smart TV 43” 4K QLED Samsung The Frame 43LS03A;3324.05;1.0;Magazine Luiza;TV;4k
3382;"Smart TV LED 55"" Ultra HD 4K Philco PTV55Q20SNBL 3 HDMI 2 USB";2699.1;0.0;Magazine Luiza;TV;4k
3385;Smart TV Philips 55 55PUG6794/78 4K Ambilight HDR Dolby Atmos Bluetooth Prata;2969.1;0.0;Magazine Luiza;TV;4k
3386;Smart TV 4K NanoCell IPS 65” LG 65NANO86SNA;6744.91;10.0;Magazine Luiza;TV;4k
3387;Smart TV 85” Ultra HD 4K QLED Samsung;14999.0;0.0;Magazine Luiza;TV;4k
3389;Smart TV 77” Ultra HD 4K OLED LG OLED77C1PSA;18999.05;0.0;Magazine Luiza;TV;4k
3391;Smart TV Samsung UHD Processador Crystal 4K 55AU7700 Tela Sem Limites Visual Livre de Cabos;3579.0;0.0;Magazine Luiza;TV;4k
3392;Smart TV 75” 4K NEO QLED Mini Led Samsung 75QN85AA;15389.91;0.0;Magazine Luiza;TV;4k
3393;"Smart TV Samsung QLED 4K 65"" com Modo Game, Tela sem limites, Alexa built in e Wi-fi - 65Q60AA";5849.0;0.0;Magazine Luiza;TV;4k
3395;"Smart TV 4k LG 43"" com Google Assistente, Painel de Controle, Otimizador de Games e Wi-fi - 43UP7500";2294.0;0.0;Magazine Luiza;TV;4k
3396;Smart TV 50” 4K UHD Nanocell LG 50NANO75SPA;3134.05;0.0;Magazine Luiza;TV;4k
3397;Smart TV 50NANO75 Nanocell 50 Polegadas UHD 4k HDR Alexa LG;3499.0;0.0;Magazine Luiza;TV;4k
3398;Smart TV 65 Crystal 4K Samsung 65AU7700 - Wi-Fi Bluetooth HDR Alexa Built in 3 HDMI 1 USB;4199.0;0.0;Magazine Luiza;TV;4k
3399;Smart TV 4K QLED 55” Samsung The Frame Wi-Fi;5699.05;1.0;Magazine Luiza;TV;4k
3400;Smart TV 50 Polegadas Crystal UHD 4K 50AU8000 Slim Samsung;3099.0;0.0;Magazine Luiza;TV;4k
3402;Smart TV 50” Crystal 4K Samsung 50AU8000 Wi-Fi Bluetooth HDR Alexa Built in 3 HDMI 2 USB Design Slim;2944.05;0.0;Magazine Luiza;TV;4k
3403;"Smart TV Samsung 50"" UHD 50AU7700 4K Processador Crystal Wi-Fi Tizen Comando de Voz Preto";3343.47;0.0;Magazine Luiza;TV;4k
3404;Smart TV 75” 4K UHD Nanocell LG 75NANO80SPA;7599.05;0.0;Magazine Luiza;TV;4k
3405;Smart TV 50” Ultra HD 4K LED LG 50UP7750PSB;2697.05;0.0;Magazine Luiza;TV;4k
3407;Smart TV 50 Semp 4K Voz Android SK8300;2699.9;0.0;Magazine Luiza;TV;4k
3409;"Smart TV 75"" UHD 4K Samsung 75AU7700, Processador Crystal 4K, Tela sem limites, Visual Livre de Cabos, Alexa built in, Controle Único";6399.0;0.0;Magazine Luiza;TV;4k
3410;"Smart TV LG 50"" NanoCell 4K 50NANO75 Inteligencia Artificial ThinQ AI Smart Magic Google Alexa 3 HDMI 2.0";3533.07;0.0;Magazine Luiza;TV;4k
3411;"Smart TV LED 65"" Ultra HD 4K Samsung LH65BEAHVGGXZD Crystal 3 HDMI 1 USB";3599.1;0.0;Magazine Luiza;TV;4k
3412;Smart TV 4K OLED IPS 65” LG OLED65CXPSA;10449.05;3.0;Magazine Luiza;TV;4k
3413;"Smart TV LED 50"" Ultra HD 4K Philco Roku PTV50RCG70BL 4 HDMI 2 USB Wi-Fi";2429.1;0.0;Magazine Luiza;TV;4k
3414;Smart TV Philips 50PUG762578 4K UHD P5 HDR10 Bluetooth Wi-Fi 3 HDMI 2 USB Borda Ultrafina Preta;3030.8;2.0;Magazine Luiza;TV;4k
3416;"Smart TV Philips 65"" 4K UHD P5 HDR10 Bluetooth WiFi 3 HDMI 2 USB Bordas Ultrafinas Preto";4679.1;0.0;Magazine Luiza;TV;4k
3417;Smart TV Samsung LED 58 4K Wi-Fi Tizen Crystal;4091.07;0.0;Magazine Luiza;TV;4k
3418;Smart TV 55” 4K UHD Nanocell LG 55NANO85SPA;4559.05;2.0;Magazine Luiza;TV;4k
3420;Smart TV 43UP7500 43 Polegadas 4K UHD WiFi HDR LG;2299.0;0.0;Magazine Luiza;TV;4k
3422;"Smart TV Samsung 55"" QLED 4K 55Q60A Modo Game Som em Movimento Virtual Alexa";3599.1;0.0;Magazine Luiza;TV;4k
3424;Smart TV Samsung QLED 55 4K Wi-Fi Tizen Comando de voz;4772.76;0.0;Magazine Luiza;TV;4k
3425;Smart TV 4K LED 60” LG 60UN7310PSA Wi-Fi Bluetooth - HDR Inteligência Artificial 3 HDMI 2 USB;5227.02;0.0;Magazine Luiza;TV;4k
3426;Smart TV Led Crystal UHD 65 Samsung LH65BEAH 4K TIZEN 3 HDMI 1 USB Titan Gray Bivolt;5220.0;0.0;Magazine Luiza;TV;4k
3427;Smart Tv Samsung 65 Polegadas UHD 4K Crystal UN65AU7700GXZD;4419.9;0.0;Magazine Luiza;TV;4k
3428;"Smart Tv Lg 65"" 4k UHD Wi-Fi Bluetooth Inteligência Artificial Thinq Controle Smart Magic 65UP751C";4999.9;0.0;Magazine Luiza;TV;4k
3429;"Smart TV Philips 58"" PUG7625 4K UHD P5 WI-FI Bluetooth HDR 3 HDMI 2 USB";2789.1;1.0;Magazine Luiza;TV;4k
3430;"Samsung Smart TV 55"" Crystal UHD 4K 55AU8000, Painel Dynamic Crystal Color, Design slim, Tela sem li";4012.32;0.0;Magazine Luiza;TV;4k
3432;Smart TV LG LED 50 Polegadas 4K UHD HDR Wi-Fi WebOS 6.0 Comando de Voz 50UP7550PSF;3334.98;0.0;Magazine Luiza;TV;4k
3436;Smart TV LG LED 50 Polegadas 4K UHD HDR Wi-Fi WebOS 6.0 Comando de Voz 50UP7550PSF;3334.98;0.0;Magazine Luiza;TV;4k
3439;Smart Tv Samsung 55 Polegadas QLED UHD 4K HDMI USB 55Q60A;4199.0;0.0;Magazine Luiza;TV;4k
3441;"Smart TV LED 4K UHD 55""LG 55UN7310 Conversor Wi-Fi HDMI USB";3229.91;0.0;Magazine Luiza;TV;4k
3442;Smart Tv Semp 50 Polegadas 4K UHD Led Smart HDMI USB 50SK8300;2935.08;0.0;Magazine Luiza;TV;4k
3444;"Smart TV TCL LED Ultra HD 4K 65"" Android TV com Google Assistant, Borda Ultrafina e Wi-Fi - 65P715";3794.0;7.0;Magazine Luiza;TV;4k
3445;Smart Tv Samsung 55 Polegadas 4K UHD UN55AU7700GXZD;3749.9;0.0;Magazine Luiza;TV;4k
3447;"Samsung Smart TV UHD 4K 75"" com Processador Crystal 4K, Controle Único, Alexa Built in e Wi-Fi - 75AU7700";6294.0;0.0;Magazine Luiza;TV;4k
3448;Smart TV UHD 4K LED 50” LG 50UN7310PSC Wi-Fi;2999.0;346.0;Magazine Luiza;TV;4k
3449;Smart TV 60UP7750 60 Polegadas 4K UHD Inteligência Artificial LG;4299.0;0.0;Magazine Luiza;TV;4k
3450;"Samsung Smart TV UHD 4K 70"" com Processador Crystal 4K, Controle Único, Alexa Built in e Wi-Fi - 70AU7700";4899.0;0.0;Magazine Luiza;TV;4k
3451;"Samsung Smart TV Crystal UHD 4K 60"", Slim, Tela sem Limites, Visual Livre de Cabos, Alexa e Wi-Fi - 60AU8000";3994.0;0.0;Magazine Luiza;TV;4k
3452;"Smart TV 55"" Ultra HD 4K Multilaser TL025 3 HDMI 2 USB Bivolt Wi-Fi";2636.1;0.0;Magazine Luiza;TV;4k
3453;"Smart TV LED 50"" 4K Ultra HD TCL 50P715 3 HDMI 2 USB Android Wi-Fi Bluetooth";3419.1;2.0;Magazine Luiza;TV;4k
3456;"Smart TV LG 55"" 4K UHD 55UP7550 WiFi Bluetooth HDR IA ThinQ Smart Magic Google Alexa 2021";3509.1;0.0;Magazine Luiza;TV;4k
3457;Smart TV 4K LED 75” LG 75UN801C0SB.AWZ;6649.05;0.0;Magazine Luiza;TV;4k
3458;"Smart TV 4K Samsung QLED 55"" com Modo Game, Alexa Built in e Wi-Fi - 55Q80AA";4199.0;0.0;Magazine Luiza;TV;4k
3460;Smart TV 50” 4K UHD LED Britânia BTV50N10N5E VA;2496.0;0.0;Magazine Luiza;TV;4k
3461;Smart TV Philips 55PUG762578 4K UHD P5 HDR10 Bluetooth Wi-Fi 3 HDMI 2 USB Borda Ultrafina Preta;2609.1;0.0;Magazine Luiza;TV;4k
3465;"Smart TV Samsung Crystal UHD TU8000 4K 82"", Borda Infinita, Visual Livre de Cabos e Wi-Fi - UN82TU8000GXZD";8799.0;2.0;Magazine Luiza;TV;4k
4603;Smart TV OLED 55” LG OLED55C1 4K 120hz G-Sync Freesync 4x HDMI 2.1 Inteligência Artificial ThinQ Google Alexa;5321.5;12.0;Submarino;TV;4k
4604;"Samsung Smart Tv 70"" Uhd 4k 70au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";4748.99;13.0;Submarino;TV;4k
4605;"Smart TV Led 50"" Semp SK8300 4K HDR Android Wi-Fi 3 HDMI 2 USB Controle Remoto com atalhos Chromecast Integrado";2499.99;38.0;Submarino;TV;4k
4606;Smart TV 43'' LG 43UN7300 Ultra HD 4K 3 HDMI 2 USB Wi-Fi Inteligência Artificial ThinQ AI Google Assistente Alexa IOT;2299.99;74.0;Submarino;TV;4k
4607;"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa";2999.99;7.0;Submarino;TV;4k
4608;"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3099.99;14.0;Submarino;TV;4k
4609;"Smart TV Tela QLED 55"" Samsung 55Q80A 4K Wi-Fi Integrado com Processador IA 2 USB 4 HDMI";4595.69;4.0;Submarino;TV;4k
4610;"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";4399.99;13.0;Submarino;TV;4k
4611;"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";2999.99;58.0;Submarino;TV;4k
4614;"Samsung Smart TV 55"" QLED 4K The Frame 2021 55LS03A Design Slim Suporte de Parede Slim Incluso Única Conexão Molduras customizáveis Modo Arte";4499.99;2.0;Submarino;TV;4k
4616;"Samsung Smart Tv 65"" Uhd 4k 65au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3966.66;3.0;Submarino;TV;4k
4619;"Samsung Smart Tv 43"" Uhd 4k 43au7700, Processador Crystal 4k, Tela Sem Limites, Alexa Built In, Controle Único";2699.99;4.0;Submarino;TV;4k
4621;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;2799.99;12.0;Submarino;TV;4k
4622;"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";2499.99;15.0;Submarino;TV;4k
4624;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio";2599.99;0.0;Submarino;TV;4k
4625;Smart TV LED 75” LG 75UP8050 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;5899.99;2.0;Submarino;TV;4k
4627;Smart TV OLED 55” LG OLED55C1 4K 120hz G-Sync Freesync 4x HDMI 2.1 Inteligência Artificial ThinQ Google Alexa;5321.5;12.0;Submarino;TV;4k
4628;"Samsung Smart Tv 70"" Uhd 4k 70au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";4748.99;13.0;Submarino;TV;4k
4629;"Smart TV Led 50"" Semp SK8300 4K HDR Android Wi-Fi 3 HDMI 2 USB Controle Remoto com atalhos Chromecast Integrado";2499.99;38.0;Submarino;TV;4k
4630;Smart TV 43'' LG 43UN7300 Ultra HD 4K 3 HDMI 2 USB Wi-Fi Inteligência Artificial ThinQ AI Google Assistente Alexa IOT;2299.99;74.0;Submarino;TV;4k
4631;"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa";2999.99;7.0;Submarino;TV;4k
4632;"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3099.99;14.0;Submarino;TV;4k
4633;"Smart TV Tela QLED 55"" Samsung 55Q80A 4K Wi-Fi Integrado com Processador IA 2 USB 4 HDMI";4595.69;4.0;Submarino;TV;4k
4634;"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";4399.99;13.0;Submarino;TV;4k
4635;"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";2999.99;58.0;Submarino;TV;4k
4638;"Samsung Smart TV 55"" QLED 4K The Frame 2021 55LS03A Design Slim Suporte de Parede Slim Incluso Única Conexão Molduras customizáveis Modo Arte";4499.99;2.0;Submarino;TV;4k
4640;"Samsung Smart Tv 65"" Uhd 4k 65au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3966.66;3.0;Submarino;TV;4k
4643;"Samsung Smart Tv 43"" Uhd 4k 43au7700, Processador Crystal 4k, Tela Sem Limites, Alexa Built In, Controle Único";2699.99;4.0;Submarino;TV;4k
4645;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;2799.99;12.0;Submarino;TV;4k
4646;"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";2499.99;15.0;Submarino;TV;4k
4648;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio";2599.99;0.0;Submarino;TV;4k
4649;Smart TV LED 75” LG 75UP8050 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;5899.99;2.0;Submarino;TV;4k
4651;Smart TV OLED 55” LG OLED55C1 4K 120hz G-Sync Freesync 4x HDMI 2.1 Inteligência Artificial ThinQ Google Alexa;5321.5;12.0;Submarino;TV;4k
4652;"Samsung Smart Tv 70"" Uhd 4k 70au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";4748.99;13.0;Submarino;TV;4k
4653;"Smart TV Led 50"" Semp SK8300 4K HDR Android Wi-Fi 3 HDMI 2 USB Controle Remoto com atalhos Chromecast Integrado";2499.99;38.0;Submarino;TV;4k
4654;Smart TV 43'' LG 43UN7300 Ultra HD 4K 3 HDMI 2 USB Wi-Fi Inteligência Artificial ThinQ AI Google Assistente Alexa IOT;2299.99;74.0;Submarino;TV;4k
4655;"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa";2999.99;7.0;Submarino;TV;4k
4656;"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3099.99;14.0;Submarino;TV;4k
4657;"Smart TV Tela QLED 55"" Samsung 55Q80A 4K Wi-Fi Integrado com Processador IA 2 USB 4 HDMI";4595.69;4.0;Submarino;TV;4k
4658;"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";4399.99;13.0;Submarino;TV;4k
4659;"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";2999.99;58.0;Submarino;TV;4k
4662;"Samsung Smart TV 55"" QLED 4K The Frame 2021 55LS03A Design Slim Suporte de Parede Slim Incluso Única Conexão Molduras customizáveis Modo Arte";4499.99;2.0;Submarino;TV;4k
4664;"Samsung Smart Tv 65"" Uhd 4k 65au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3966.66;3.0;Submarino;TV;4k
4667;"Samsung Smart Tv 43"" Uhd 4k 43au7700, Processador Crystal 4k, Tela Sem Limites, Alexa Built In, Controle Único";2699.99;4.0;Submarino;TV;4k
4669;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;2799.99;12.0;Submarino;TV;4k
4670;"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";2499.99;15.0;Submarino;TV;4k
4672;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio";2599.99;0.0;Submarino;TV;4k
4673;Smart TV LED 75” LG 75UP8050 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;5899.99;2.0;Submarino;TV;4k
4675;Smart TV OLED 55” LG OLED55C1 4K 120hz G-Sync Freesync 4x HDMI 2.1 Inteligência Artificial ThinQ Google Alexa;5321.5;12.0;Submarino;TV;4k
4676;"Samsung Smart Tv 70"" Uhd 4k 70au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";4748.99;13.0;Submarino;TV;4k
4677;"Smart TV Led 50"" Semp SK8300 4K HDR Android Wi-Fi 3 HDMI 2 USB Controle Remoto com atalhos Chromecast Integrado";2499.99;38.0;Submarino;TV;4k
4678;Smart TV 43'' LG 43UN7300 Ultra HD 4K 3 HDMI 2 USB Wi-Fi Inteligência Artificial ThinQ AI Google Assistente Alexa IOT;2299.99;74.0;Submarino;TV;4k
4679;"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa";2999.99;7.0;Submarino;TV;4k
4680;"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3099.99;14.0;Submarino;TV;4k
4681;"Smart TV Tela QLED 55"" Samsung 55Q80A 4K Wi-Fi Integrado com Processador IA 2 USB 4 HDMI";4595.69;4.0;Submarino;TV;4k
4682;"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";4399.99;13.0;Submarino;TV;4k
4683;"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";2999.99;58.0;Submarino;TV;4k
4686;"Samsung Smart TV 55"" QLED 4K The Frame 2021 55LS03A Design Slim Suporte de Parede Slim Incluso Única Conexão Molduras customizáveis Modo Arte";4499.99;2.0;Submarino;TV;4k
4688;"Samsung Smart Tv 65"" Uhd 4k 65au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";3966.66;3.0;Submarino;TV;4k
4691;"Samsung Smart Tv 43"" Uhd 4k 43au7700, Processador Crystal 4k, Tela Sem Limites, Alexa Built In, Controle Único";2699.99;4.0;Submarino;TV;4k
4693;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;2799.99;12.0;Submarino;TV;4k
