nome;num_avali;avali;preco
Refrigerador Brastemp Frost Free Inverse 540L BRO80 Inox;0;0;3883.95
Geladeira / Refrigerador Frost Free Duplex Inverse Consul CRE44AK, 397 Litros;0;0;3599.00
Geladeira/Refrigerador Philco Frost Free - Side by Side 437L PRF 5331 Eco Inverter - 220v;0;0;3359.00
Geladeira/Refrigerador Smart Side by Side Com Door in Door e Compressor Inverter 601L LG GS65SDN Inox 127V;0;0;4268.23
Geladeira Electrolux DF44 402 Litros Frost Free IceMax com Alarme Branco;0;0;2754.44
Refrigerador Brastemp BRM59AB Frost Free com Cooling Control 478L - Branco;40;5.0;3398.00
Geladeira Consul CRM56HB Frost Free 450L;0;0;3936.45
Refrigerador Consul Branco 2 Portas 334L CRD37EB;3;5.0;3399.00
Refrigerador Continental TC56S Frost Free com Gavetão de Frutas 472L – Prata;72;4.5;5199.00
Refrigerador Frost Free 443L Bre57 Inverse Com Turbo Ice Brastemp;0;0;2986.00
Refrigerador Samsung Inverter Frost Free RT53K6240S8/AZ com Twin Cooling Plus Inox 110v - 528L;4;5.0;3639.00
Geladeira Philco Frost Free French Door 3 Portas PRF406I 396 Litros;0;0;2999.00
Geladeira Electrolux Automático Duplex 2 Portas TF39 310 Litros Aço e Plástico;0;0;2793.80
Geladeira Electrolux Bottom Freezer 2 Portas Frost Free 454L DB53X Cor Inox;1;5.0;5673.79
Refrigerador Electrolux Frost Free 454 Litros Inox DB53X;4;4.0;4943.00
