;Descrição;Preço;TotalReviews;Loja;Categoria;Armazenamento
447;Realme 7i Rmx2193 Lte Dual Sim 6.5 4gb/64gb Glory Silver;1007.0;35.0;Amazon;Smartphone;64gb
451;CEL XIAOMI REDMI 9C DUAL 64GB CINZA;1049.0;148.0;Amazon;Smartphone;64gb
452;Celular Smartphone Xiaomi Redmi Note 9 64gb 3gb RAM Global Forest Green (Verde Floresta) Lacrado;1335.0;238.0;Amazon;Smartphone;64gb
456;"SMARTPHONE G MAX 2, 64GB 2 GB RAM TELA 6,5"" HD CAMERA TRIPLA 8 MP, PROCESSADOR OCTA CORE DOURADO P9157";743.73;0.0;Amazon;Smartphone;64gb
463;"SMARTPHONE G MAX 2 64GB 2 GB RAM TELA 6,5"" HD+, CAMERA TRIPLA 8 MP, PROCESSADOR OCTA CORE PRETO P9156";790.36;0.0;Amazon;Smartphone;64gb
486;Xiaomi Poco M3 4GB+64GB Versão Global (POCO Yellow);1359.99;500.0;Amazon;Smartphone;64gb
492;Smartphone Xiaomi Redmi 9 India 64GB 4GB RAM Tela 6,53'' Android 10 Octa-Core Dual Sim - Laranja;1031.37;6.0;Amazon;Smartphone;64gb
493;Smartphone Xiaomi Redmi Note 10 PRO 64GB 6GB - Versão Global - Gradient Bronze;2589.22;16.0;Amazon;Smartphone;64gb
498;Smartphone Xioami Redmi 8 64GB Onyx Black [Preto];1196.49;2592.0;Amazon;Smartphone;64gb
499;Celular Motorola Moto G10 Cinza Aurora 64gb Tela 6.5 4gb Ram 48mp 8mp 2mp 2mp;1230.9;27.0;Amazon;Smartphone;64gb
504;Xiaomi Poco M3 4GB+64GB Versão Global (Power Black);1199.99;351.0;Amazon;Smartphone;64gb
507;"Smartphone Samsung A11 Azul 64GB Android 10 Tela 6.4"" Camera 13 MP";1379.0;111.0;Amazon;Smartphone;64gb
511;Smartphone Xiaomi Redmi Note 9S - 4GB + 64GB - Versão Global - Glacier White;1599.0;1938.0;Amazon;Smartphone;64gb
512;Smartphone Xiaomi Redmi Note 8 64GB Rom 4GB Ram Dual Versão Global Azul;1249.9;57.0;Amazon;Smartphone;64gb
513;Redmi Note 9 Midnight Grey 3GB RAM 64GB ROM;1189.0;985.0;Amazon;Smartphone;64gb
517;Celular Smartphone Xiaomi Redmi 9i 64GB Rom 4GB RAM Preto;1079.0;14.0;Amazon;Smartphone;64gb
522;Celular Xiaomi Redmi Note 10S 6/64GB Cinza Global;1559.0;299.0;Amazon;Smartphone;64gb
1250;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;988.99;272.0;Americanas;Smartphone;64gb
1251;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral;988.99;278.0;Americanas;Smartphone;64gb
1253;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;1049.0;94.0;Americanas;Smartphone;64gb
1257;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;924.1;185.0;Americanas;Smartphone;64gb
1261;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Pink;1049.0;40.0;Americanas;Smartphone;64gb
1262;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;902.84;118.0;Americanas;Smartphone;64gb
1265;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;955.57;301.0;Americanas;Smartphone;64gb
1273;Smartphone Motorola Moto E7 Dual Chip Android 10 Tela 6.5” 64GB Câmera 48MP + 2MP Frontal 5MP – Cinza Metálico;835.05;52.0;Americanas;Smartphone;64gb
1276;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Azul;955.57;162.0;Americanas;Smartphone;64gb
1278;"Smartphone Motorola Moto E7 64GB Dual Chip Android 10 Tela 6.5"" Helio G25 Helio G25 (2,0 GHz Octa-Core) Câmera 48MP+2MP -  Cobre";835.05;48.0;Americanas;Smartphone;64gb
1281;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Azul;925.35;74.0;Americanas;Smartphone;64gb
1284;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Vermelho;924.1;110.0;Americanas;Smartphone;64gb
1296;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Verde;938.21;52.0;Americanas;Smartphone;64gb
1297;Smartphone Motorola Moto E7 Plus 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Dupla + Selfie 8MP - Azul Navy;1044.05;444.0;Americanas;Smartphone;64gb
1299;Smartphone Motorola Moto G9 Play 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Verde Turquesa;1199.0;0.0;Americanas;Smartphone;64gb
1303;Smartphone asus Zenfone Max Pro M2, 6GB ram, 64GB, Titanium tela 6.26, 12MP + 5MP;881.39;10.0;Americanas;Smartphone;64gb
1307;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Vermelho;924.1;2.0;Americanas;Smartphone;64gb
1310;Smartphone Motorola Moto G9 Play 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Azul Safira;1228.22;552.0;Americanas;Smartphone;64gb
1311;Smartphone LG K52 64GB 4G Wi-Fi Tela 6.6'' Dual Chip 3GB RAM Câmera Quádrupla + Selfie 8MP - Vermelho;854.05;46.0;Americanas;Smartphone;64gb
1313;Smartphone Samsung Galaxy A03s 64GB 4G Wi-Fi Tela 6,5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 5MP - Azul;924.1;4.0;Americanas;Smartphone;64gb
1314;Smartphone Motorola Moto E6s 64GB 4G Wi-Fi Tela 6.1'' Dual Chip 4GB RAM Câmera Dupla + Selfie 5MP - Vermelho Magenta;806.55;92.0;Americanas;Smartphone;64gb
1317;Smartphone Motorola Moto E7 Plus 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Dupla + Selfie 8MP - Bronze Âmbar;1093.58;231.0;Americanas;Smartphone;64gb
1320;Smartphone LG K52 64GB 4G Wi-Fi Tela 6.6'' Dual Chip 3GB RAM Câmera Quádrupla + Selfie 8MP - Cinza;854.05;30.0;Americanas;Smartphone;64gb
1323;Smartphone LG K62 64GB 4G Wi-Fi Tela 6.6'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Vermelho;1199.0;17.0;Americanas;Smartphone;64gb
1325;Smartphone LG K62 64GB 4G Wi-Fi Tela 6.6'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;929.66;16.0;Americanas;Smartphone;64gb
1335;Smartphone Samsung Galaxy A03s 64GB 4G Wi-Fi Tela 6,5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 5MP - Vermelho;924.1;3.0;Americanas;Smartphone;64gb
1340;Smartphone Motorola Moto G9 Play 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Rosa Quartzo;1338.25;332.0;Americanas;Smartphone;64gb
1341;Smartphone Samsung Galaxy A03s 64GB 4G Wi-Fi Tela 6,5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 5MP - Preto;924.1;0.0;Americanas;Smartphone;64gb
1343;Smartphone Samsung Galaxy A11 64GB 4G Wi-Fi Tela 6.4'' Dual Chip 3GB RAM Câmera Tripla + Selfie 8MP - Azul;999.0;308.0;Americanas;Smartphone;64gb
1345;Smartphone Motorola Moto E6s 64GB 4G Wi-Fi Tela 6.1'' Dual Chip 4GB RAM Câmera Dupla + Selfie 5MP - Azul Navy;806.55;162.0;Americanas;Smartphone;64gb
1352;Smartphone LG K52 64GB 4G Wi-Fi Tela 6.6'' Dual Chip 3GB RAM Câmera Quádrupla + Selfie 8MP - Verde;854.05;8.0;Americanas;Smartphone;64gb
1353;Smartphone Motorola Moto G8 64GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Azul Capri;1002.07;526.0;Americanas;Smartphone;64gb
1358;Smartphone Samsung Galaxy A11 64GB 4G Wi-Fi Tela 6.4'' Dual Chip 3GB RAM Câmera Tripla + Selfie 8MP - Preto;1439.1;291.0;Americanas;Smartphone;64gb
1360;Smartphone Samsung Galaxy A21s 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Quádrupla + Selfie 13MP - Azul;1999.9;190.0;Americanas;Smartphone;64gb
1363;Smartphone Samsung Galaxy A21s 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Quádrupla + Selfie 13MP - Branco;1999.0;209.0;Americanas;Smartphone;64gb
1365;Smartphone LG K22+ 64GB 4G Wi-Fi Tela 6.2'' Dual Chip 3GB RAM Câmera Dupla + Selfie 5MP - Vermelho;1099.0;93.0;Americanas;Smartphone;64gb
1366;Smartphone Samsung Galaxy A11 64GB 4G Wi-Fi Tela 6.4'' Dual Chip 3GB RAM Câmera Tripla + Selfie 8MP - Vermelho;999.0;205.0;Americanas;Smartphone;64gb
1372;Smartphone Xiaomi Redmi 9 64GB Dual Chip Android 10 Tela 6,53 4G Câmera Quadrupla Traseira 13MP+8MP+5MP+2MP - Roxo;1349.91;5.0;Americanas;Smartphone;64gb
1374;Smartphone LG K51s 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Quádrupla + Selfie 13MP - Titânio;1148.55;151.0;Americanas;Smartphone;64gb
1384;Smartphone Motorola Moto G8 Power Lite 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Azul Navy;1399.0;0.0;Americanas;Smartphone;64gb
1385;Smartphone Xiaomi Redmi Note 10 4GB ram 64GB Versão Global - Verde;1709.91;3.0;Americanas;Smartphone;64gb
1391;Smartphone Motorola Moto G8 Power Lite 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Aqua;1399.0;150.0;Americanas;Smartphone;64gb
1393;"Smartphone Samsung Galaxy A30s 64GB Dual Chip Android 9.0 Tela 6.4"" Octa-Core 4G Câmera Tripla 25MP + 5MP + 8MP - Preto";2529.0;977.0;Americanas;Smartphone;64gb
1394;Smartphone Samsung Galaxy A21s 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Quádrupla + Selfie 13MP - Preto;1999.0;124.0;Americanas;Smartphone;64gb
1395;Smartphone Xiaomi Redmi 9 64GB Dual Chip Android 10 Tela 6,53 4G Câmera Quadrupla Traseira 13MP+8MP+5MP+2MP - Cinza;1519.99;13.0;Americanas;Smartphone;64gb
1396;Smartphone Motorola Moto G8 Power 64GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Tripla + Selfie 16MP - Preto Titanium;1599.0;490.0;Americanas;Smartphone;64gb
1410;Smartphone Xiaomi Redmi Note 8 Preto - 64gb;1305.0;2.0;Americanas;Smartphone;64gb
1413;Smartphone Motorola Moto G8 Power 64GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Tripla + Selfie 16MP - Azul Atlântico;1474.39;488.0;Americanas;Smartphone;64gb
1415;Smartphone Xiaomi Redmi Note 10 4GB ram 64GB Versão Global - Branco;1709.91;6.0;Americanas;Smartphone;64gb
1421;Smartphone LG K51s 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Quádrupla + Selfie 13MP - Vermelho;1199.0;53.0;Americanas;Smartphone;64gb
1423;Smartphone LG K22+ 64GB 4G Wi-Fi Tela 6.2'' Dual Chip 3GB RAM Câmera Dupla + Selfie 5MP - Titânio;1044.05;190.0;Americanas;Smartphone;64gb
1424;Smartphone Xiaomi Redmi Note 8 - Branco 64gb;1349.91;3.0;Americanas;Smartphone;64gb
1425;Smartphone Xiaomi Redmi Note 10 4GB ram 64GB Versão Global - Cinza;1709.91;1.0;Americanas;Smartphone;64gb
1434;Smartphone Xiaomi Redmi 9 64GB 4G ram Tela 6,53 Câmera Quádrupla Traseira 13MP + 8MP + 5MP + 2MP Bateria 5020mAh Roxo;1519.99;4.0;Americanas;Smartphone;64gb
1437;Smartphone Xiaomi Redmi 9 64GB Dual Chip Android 10 Tela 6,53 4G Câmera Quadrupla Traseira 13MP+8MP+5MP+2MP - Verde;1519.99;6.0;Americanas;Smartphone;64gb
1440;Smartphone Motorola Moto G10 Power 64GB 4G Wi-fi Tela 6.5'' Dual Chip 4GB ram Câmera Quádrupla + Selfie 8MP - Breeze Blue (Azul);1248.5;4.0;Americanas;Smartphone;64gb
1449;Smartphone LG K22+ 64GB 4G Wi-Fi Tela 6.2'' Dual Chip 3GB RAM Câmera Dupla + Selfie 5MP - Azul;1098.99;26.0;Americanas;Smartphone;64gb
1453;Smartphone Xiaomi Redmi 9t 64gb 4gb Ram Dual Sim;1485.0;1.0;Americanas;Smartphone;64gb
1461;Smartphone Motorola One 64GB Dual Chip Android Oreo 8.1 Tela 5.9 2.0 Octa-Core 4G Câmera 13 + 2MP Branco;1299.0;0.0;Americanas;Smartphone;64gb
1469;Reembalado: Smartphone Motorola Moto G7 Plus Rubi XT1965 64GB Dual Chip Azul - Excelente;960.31;0.0;Americanas;Smartphone;64gb
1471;Smartphone Motorola G20 64GB 4GB ram Tela 6,5 Câmera Quádrupla Traseira 48MP + 8MP + 2MP + 2MP Frontal de 13MP Bateria de 5000mAh Grafite;1309.0;0.0;Americanas;Smartphone;64gb
1472;Smartphone Motorola Moto G8 Power 64GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB ram Câmera Tripla + Selfie 16MP - Preto Titanium;850.0;0.0;Americanas;Smartphone;64gb
1474;Smartphone Xiaomi Redmi Note 10S 64GB, 6GB ram, Tela de 6.43, Câmera Traseira Quádrupla, Android 11- Branco;1709.91;0.0;Americanas;Smartphone;64gb
1478;Smartphone Samsung Galaxy Xcover Pro 64GB 4G Wi-Fi Tela 6.3'' 4GB RAM Câmera Dupla + Selfie 13MP - Preto;2138.93;18.0;Americanas;Smartphone;64gb
1482;Smartphone Xiaomi Poco M3 Pro 64gb 4gb Ram 5g Global Preto;1728.37;0.0;Americanas;Smartphone;64gb
1487;"Smartphone Moto Z Power & Camera Edition Dual Chip Android 6.0 Tela 5,5"" 64GB Câmera 13MP - Branco";3569.99;3.0;Americanas;Smartphone;64gb
1495;Smartphone Xiaomi Redmi Note 10 5G 4GB ram 64GB Versão Global;1611.0;0.0;Americanas;Smartphone;64gb
2428;Smartphone Motorola Moto G10 Branco Floral 64GB, 4GB Ram, Tela de 6.5”, Câmera Traseira Quádrupla, Android 11 e Processador Qualcomm 460 Octa-Core;1199.0;1428.0;Casas Bahia;Smartphone;64gb
2429;"Smartphone Samsung Galaxy A12 Branco 64GB, Tela Infinita de 6.5"", Câmera Quádrupla, Bateria 5000mAh, 4GB RAM e Processador Octa-Core";1199.0;1784.0;Casas Bahia;Smartphone;64gb
2434;Smartphone LG K52 Cinza 64GB, Tela de 6.6”, Câmera Traseira Quádrupla, Android 10, Inteligência Artificial e Processador Octa-Core;899.0;785.0;Casas Bahia;Smartphone;64gb
2435;Smartphone Motorola Moto G10 Cinza Aurora 64GB, 4GB Ram, Tela de 6.5”, Câmera Traseira Quádrupla, Android 11 e Processador Qualcomm 460 Octa-Core;1199.0;1011.0;Casas Bahia;Smartphone;64gb
2440;Smartphone Motorola Moto E7 Plus Azul Navy 64GB, 4GB RAM, Tela de 6.5”, Câmera Traseira Dupla, Android 10 e Processador Octa-Core;1099.0;2226.0;Casas Bahia;Smartphone;64gb
2442;"Smartphone Motorola Moto e6s Azul Navy 64GB, Tela Max Vision de 6.1"", Câmera Traseira Dupla, Android 9.0, Processador Octa-Core e 2GB de RAM";899.0;1027.0;Casas Bahia;Smartphone;64gb
2446;"Smartphone Samsung Galaxy A11 Azul 64GB, Câmera Tripla,Tela Infinita de 6.4"", Leitor de Digital, Octa Core, 3GB RAM, Carregamento Rápido e Android 10";879.0;825.0;Casas Bahia;Smartphone;64gb
2449;Smartphone LG K22+ Vermelho 64GB, Tela de 6.2”, Câmera Traseira Dupla, Android 10, Inteligência Artificial e Processador Quad-Core;1529.1;774.0;Casas Bahia;Smartphone;64gb
2452;Smartphone Motorola Moto G20 Azul 64GB, 4GB RAM, Tela de 6.5”, Câmera Traseira Quádrupla, Android 11 e Processador Octa Core;1554.0;473.0;Casas Bahia;Smartphone;64gb
2454;Smartphone Motorola Moto G9 Play Verde Turquesa 64GB, 4GB RAM, Tela de 6.5”, Câmera Traseira Tripla, Android 10 e Processador Octa-Core;339.0;3459.0;Casas Bahia;Smartphone;64gb
2462;"Smartphone Samsung Galaxy A12 Preto 64GB, Tela Infinita de 6.5"", Câmera Quádrupla, Bateria 5000mAh, 4GB RAM e Processador Octa-Core";899.0;686.0;Casas Bahia;Smartphone;64gb
2463;Smartphone LG K52 Vermelho 64GB, Tela de 6.59”, Câmera Traseira Quádrupla, Android 10, Inteligência Artificial e Processador Octa-Core;1209.0;385.0;Casas Bahia;Smartphone;64gb
2464;"Smartphone Xiaomi Redmi Note 8 Dual SIM 64GB Tela 6.3"" Full HD Quad Cam 48+8+2+2MP/13MP HDR Desbloqueio Digital";919.9;285.0;Casas Bahia;Smartphone;64gb
2466;Smartphone Motorola Moto E7 Cinza Metálico 64GB, 4GB RAM, Tela de 6.5”, Câmera Traseira Dupla, Android 10 e Processador Octa-Core;899.0;185.0;Casas Bahia;Smartphone;64gb
2469;Smartphone LG K22+ Titan 64GB, Tela de 6.2”, Câmera Traseira Dupla, Android 10, Inteligência Artificial e Processador Quad-Core;759.0;1007.0;Casas Bahia;Smartphone;64gb
2472;"Smartphone Xiaomi Redmi Note 9 Branco 64GB, Tela de 6,53"", 3GB de RAM, Câmera Traseira Quádrupla, Android 10 e Processador Octa-Core";999.0;170.0;Casas Bahia;Smartphone;64gb
2473;"Smartphone Samsung Galaxy A11 Preto 64GB, Câmera Tripla,Tela Infinita de 6.4"", Leitor de Digital, Octa Core, 3GB RAM, Carregamento Rápido e Android 10";2999.0;703.0;Casas Bahia;Smartphone;64gb
2477;Smartphone Motorola Moto E7 Plus Bronze Âmbar 64GB, 4GB RAM, Tela de 6.5”, Câmera Traseira Dupla, Android 10 e Processador Octa-Core;989.0;767.0;Casas Bahia;Smartphone;64gb
2478;Smartphone LG K62 Azul 64GB, Tela de 6.6”, Câmera Traseira Quádrupla, Android 10, Inteligência Artificial e Processador Octa-Core;2999.0;146.0;Casas Bahia;Smartphone;64gb
2482;"Smartphone Samsung Galaxy M12 Preto 64GB, 4GB de RAM, Tela Infinita de 6.5"", Câmera Traseira Quádrupla, Selfie de 8MP, Octa Core, Bateria de 5000mAh";8199.0;177.0;Casas Bahia;Smartphone;64gb
2484;"Smartphone Moto G9 Play Azul Safira, com Tela de 6,5"", 4G, 64GB e Câmera de 48MP + 2MP + 2MP - XT2083-1";2239.0;16.0;Casas Bahia;Smartphone;64gb
2486;"Smartphone Samsung Galaxy A03s Azul 64GB, Tela Infinita de 6.5"", Câmera Tripla, Bateria 5000mAh, 4GB RAM e Processador Octa-Core";1129.0;5.0;Casas Bahia;Smartphone;64gb
2487;Smartphone Motorola Moto G8 Power Lite Azul Navy 64GB, 4 GB RAM, Tela de 6.5” HD+, Câmera Traseira Tripla, Android 9 e Processador Octa-Core;2299.0;718.0;Casas Bahia;Smartphone;64gb
2490;"Smartphone Xiaomi Redmi Note 9 Cinza 64GB, Tela de 6,53"", 3GB de RAM, Câmera Traseira Quádrupla, Android 10 e Processador Octa-Core";1088.0;109.0;Casas Bahia;Smartphone;64gb
2491;"Smartphone Samsung Galaxy M12 Verde 64GB, 4GB de RAM, Tela Infinita de 6.5"", Câmera Traseira Quádrupla, Selfie de 8MP, Octa Core, Bateria de 5000mAh";2777.0;80.0;Casas Bahia;Smartphone;64gb
2499;"Smartphone Motorola Moto G20 64GB 4GB RAM 6,5"" Câm Quádrupla de 48 MP + 8 MP + 2 MP + 2 MP";1179.0;10.0;Casas Bahia;Smartphone;64gb
2500;Smartphone Redmi Note 8 64GB/4GB - Azul;899.0;56.0;Casas Bahia;Smartphone;64gb
2511;"Smartphone Xiaomi Redmi 9C Azul 64GB, Tela de 6.53"", 3GB de RAM, Câmera Traseira Tripla, Android 10 e Processador Octa-Core";2150.0;172.0;Casas Bahia;Smartphone;64gb
2520;Smartphone Xiaomi Redmi Note 10 Cinza 64GB, 4GB RAM, Tela de 6.43”, Câmera Traseira Quádrupla, Android 11 e Processador Octa Core;4999.0;87.0;Casas Bahia;Smartphone;64gb
2525;Smartphone LG K22+ Azul 64GB, Tela de 6.2”, Câmera Traseira Dupla, Android 10, Inteligência Artificial e Processador Quad-Core;899.0;382.0;Casas Bahia;Smartphone;64gb
2528;Smartphone Motorola Moto G20 Pink 64GB, 4GB RAM, Tela de 6.5”, Câmera Traseira Quádrupla, Android 11 e Processador Octa Core;931.7;232.0;Casas Bahia;Smartphone;64gb
2530;"Smartphone Samsung Galaxy A11 Vermelho 64GB, Câmera Tripla,Tela Infinita 6.4"", Leitor de Digital, Octa Core, 3GB RAM, Carregamento Rápido e Android 10";1199.0;366.0;Casas Bahia;Smartphone;64gb
2531;Smartphone LG K52 Verde 64GB, Tela de 6.6”, Câmera Traseira Quádrupla, Android 10, Inteligência Artificial e Processador Octa-Core;1088.0;384.0;Casas Bahia;Smartphone;64gb
2533;"Smartphone Samsung Galaxy A12 Vermelho 64GB, Tela Infinita de 6.5"", Câmera Quádrupla, Bateria 5000mAh, 4GB RAM e Processador Octa-Core";2239.0;717.0;Casas Bahia;Smartphone;64gb
2534;Smartphone Motorola E6S 64GB 4GBRAM 4G Tela 6.1 Android 9.0;2099.0;4.0;Casas Bahia;Smartphone;64gb
2535;Smartphone Motorola Moto G8 Power Preto Titanium 64GB, Tela de 6.4” FHD+, Câmera Traseira Quádrupla, Android 10 e Processador Qualcomm Octa-Core;1759.9;1212.0;Casas Bahia;Smartphone;64gb
2536;Smartphone Motorola Moto G9 Play Azul Safira 64GB, 4GB RAM, Tela de 6.5”, Câmera Traseira Tripla, Android 10 e Processador Octa-Core;599.0;1627.0;Casas Bahia;Smartphone;64gb
2537;"Smartphone Samsung Galaxy M12 Azul 64GB, 4GB de RAM, Tela Infinita de 6.5"", Câmera Traseira Quádrupla, Selfie de 8MP, Octa Core, Bateria de 5000mAh";393.99;56.0;Casas Bahia;Smartphone;64gb
2538;"Smartphone Motorola Moto e6s Vermelho Magenta 64GB, Tela Max Vision de 6.1"", Câmera Traseira Dupla, Android 9.0, Processador Octa-Core e 2GB de RAM";2149.0;264.0;Casas Bahia;Smartphone;64gb
2544;Smartphone Motorola Moto G9 Play Rosa Quartzo 64GB, 4GB RAM, Tela de 6.5”, Câmera Traseira Tripla, Android 10 e Processador Octa-Core;1199.0;1757.0;Casas Bahia;Smartphone;64gb
2546;Smartphone LG K62 Vermelho 64GB, Tela de 6.6”, Câmera Traseira Quadrupla, Android 10, Inteligência Artificial e Processador Octa-Core;1609.0;96.0;Casas Bahia;Smartphone;64gb
2551;"Smartphone Samsung Galaxy A12 Azul 64GB, Tela Infinita de 6.5"", Câmera Quádrupla, Bateria 5000mAh, 4GB RAM e Processador Octa-Core";549.0;442.0;Casas Bahia;Smartphone;64gb
2553;"Smartphone Xiaomi Redmi Note 9 Verde 64GB, Tela de 6,53"", 3GB de RAM, Câmera Traseira Quádrupla, Android 10 e Processador Octa-Core";1332.0;104.0;Casas Bahia;Smartphone;64gb
2558;"Smartphone Positivo Twist 3 Pro S533 64GB Dual Chip Tela 5.7"" 3G WiFi Câmera 8MP Azul e Roxo";1330.0;5.0;Casas Bahia;Smartphone;64gb
2561;Smartphone ASUS Zenfone Max Pro (M2) 6GB/64GB Titanium;2999.0;0.0;Casas Bahia;Smartphone;64gb
2563;Smartphone ASUS Zenfone Max Pro M2 6GB 64GB Titanium;1499.0;8.0;Casas Bahia;Smartphone;64gb
2566;"Smartphone Xiaomi Redmi 9 Cinza 64GB, Tela de 6.53"", 4GB de RAM, Câmera Traseira Quádrupla, Android 10 e Processador Octa-Core";2799.0;256.0;Casas Bahia;Smartphone;64gb
2572;"Smartphone Asus ZenFone Max Shot ZB634KL Preto 64GB, Tela 6.2"", Dual Chip, Câmera Traseira Tripla, Android 8.1, Processador Octa Core e 4GB RAM";1649.0;159.0;Casas Bahia;Smartphone;64gb
2577;Smartphone ASUS Zenfone Max Pro (M2) 6GB/64GB Black Saphire;2220.0;0.0;Casas Bahia;Smartphone;64gb
2578;Smartphone Moto G20 64GB 4GB RAM 4G Wi-Fi Dual Chip Câmera Quádrupla Selfie 13MP Tela 6.5`` Azul;1649.0;42.0;Casas Bahia;Smartphone;64gb
2586;Smartphone Doogee S40 PRO (64GB / 4GB RAM) IP68 NFC Preto;3600.0;0.0;Casas Bahia;Smartphone;64gb
2593;Smartphone Samsung Galaxy A03s 64GB 4G Wi-Fi Tela 6,5`` Dual Chip 4GB RAM Câmera Tripla + Selfie 5MP - Vermelho;1298.0;0.0;Casas Bahia;Smartphone;64gb
2595;Smartphone Motorola Moto E7 64GB Dual Chip Android 10 Tela 6.5 Câmera 48MP + 2MP Frontal 5MP - Cinza Metálico;1398.0;0.0;Casas Bahia;Smartphone;64gb
2599;Smartphone Xia omi Red mi Note 9s 64gb Dual 4gb Versão Global;1129.0;0.0;Casas Bahia;Smartphone;64gb
2606;Smartphone Xi ao mi Red mi Note 9 64gb Dual 3gb Versão Global;4801.08;0.0;Casas Bahia;Smartphone;64gb
2611;Smartphone Xi ao mi Red mi Note 9 64gb Dual 3gb Versão Global;2039.0;0.0;Casas Bahia;Smartphone;64gb
2612;Smartphone Samsung Galaxy A03S 64GB Azul Câmera Tripla de 13MP e 4GB RAM Octa-core Tela Infinita 6.5;799.0;0.0;Casas Bahia;Smartphone;64gb
2621;Smartphone Multilaser GMax 2 64Gb + Kit Multilaser P9157K;1399.0;0.0;Casas Bahia;Smartphone;64gb
2623;Celular Red.mi Note 8 64gb 4gb Ram Azul;1299.99;0.0;Casas Bahia;Smartphone;64gb
2626;"Smartphone Samsung Galaxy A12 Vermelho 64GB, Tela Infinita de 6.5"", Câmera Quádrupla, Bateria 5000mAh, 4GB RAM e Processador Exynos 850";1969.0;1.0;Casas Bahia;Smartphone;64gb
2632;Celular LG Lmk520bmw K62 Dual 64gb com 4GB de Ram;1899.9;0.0;Casas Bahia;Smartphone;64gb
2633;"Smartphone Xiaomi Redmi Note 9, Dual Chip, Verde, Tela 6.53"", 4G+WiFi, Android, Câm.Traseira 48+8+2+2MP, Frontal 13MP, 64GB";4443.0;22.0;Casas Bahia;Smartphone;64gb
2638;Smartphone Moto G20 64GB 4GB RAM 4G Wi-Fi Dual Chip Câmera Quádrupla Selfie 13MP Tela 6.5`` Pink;2156.0;31.0;Casas Bahia;Smartphone;64gb
