Descrição;Preço;TotalReviews;Loja;Categoria;Processador
Notebook Acer Aspire 5 A514-54G-54Y4 Intel Core i5 11ª Gen Windows 10 Home 8GB 256GB SSD MX350 14' Full HD;4369.05;0.0;Magazine Luiza;Notebook;i5
"Notebook Dell Inspiron 3501-U41P 15.6"" HD 10ª Geração Intel Core i5 4GB 256GB SSD Linux Preto";3464.1;0.0;Magazine Luiza;Notebook;i5
Notebook Acer Aspire 5 A515-54-55L0 Intel Core i5;3329.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Dell Inspiron 3501-U46P 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Linux Preto";3644.1;0.0;Magazine Luiza;Notebook;i5
Notebook Acer Aspire 3 15.6 HD i5-1035G1 256GB SSD 4GB Gray Endless OS;3077.1;0.0;Magazine Luiza;Notebook;i5
"Notebook HP 256-G8, Core i5, 16GB, 256GB SSD, Tela de 15"", Windows 10 Home - 4E3P9LA";4091.07;0.0;Magazine Luiza;Notebook;i5
"Notebook Samsung Book Intel Core i5 - 1135G7, Windows 10 Home 512GB SSD, 8GB RAM , Tela ""15.6"" Intel Iris Xe - Full HD LED";4593.23;0.0;Magazine Luiza;Notebook;i5
MacBook Pro 13” Apple Intel Core i5 16GB RAM;16919.1;0.0;Magazine Luiza;Notebook;i5
"Kit Notebook Dell Inspiron 3501-M46SS 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows + Capa Essential";3824.1;0.0;Magazine Luiza;Notebook;i5
"Notebook HP 256-G8, Core i5, 8GB, 256GB SSD, 15"" - 3G5A7LA";3719.07;0.0;Magazine Luiza;Notebook;i5
Notebook Samsung Galaxy Book S , Intel Core i5, 8GB, 256GB SSD, Tela de 13,3'' Touch - NP767XCM-K01BR;4999.0;0.0;Magazine Luiza;Notebook;i5
"Kit Notebook Dell Inspiron 3501-M46PB 15.6"" HD 10ª Ger Intel Core i5 8GB 256GB SSD Windows Preto + Mochila Essential";4130.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5502-M40S 15.6"" Full HD 11ª G. Intel Core i7 16GB 512GB SSD NVIDIA GeForce Windows 10";6749.1;35.0;Magazine Luiza;Notebook;i5
"Notebook Dell Inspiron 3501-M41P 15.6"" HD 10ª Geração Intel Core i5 4GB 256GB SSD Windows Preto";3599.1;0.0;Magazine Luiza;Notebook;i5
Notebook Vaio FE14 VJFE42F11X-B0712W Intel Core i5-10210U 8GB 256GB Full HD Windows 10 Home - Branco;4274.05;0.0;Magazine Luiza;Notebook;i5
Notebook Acer Aspire 5 15.6 FHD I5-10210U 256GB SSD 4GB Prata Linux Endless 1SP A515-54-557C NX.HQMAL.00B;3392.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Asus VivoBook, Intel Core i5 8250U, 8GB, 256GB SSD, Tela de 15,6"", Cinza Escuro - X543UA-DM3457T";3299.0;0.0;Magazine Luiza;Notebook;i5
Notebook Vaio FE14 14 FHD i5-10210U SSD 256GB 8GB Linux Debian 10 VJFE42F11X-B0361H;3356.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Lenovo, Intel CoreT i5 10210U, 8GB, 256GB SSD, Tela de 15,6"", UHD Graphics, Prata, IdeaPad 3i - 82BS0005BR";3499.0;0.0;Magazine Luiza;Notebook;i5
"Notebook Ultraportátil Dell Inspiron 5301-M10S 13.3"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";5039.1;8.0;Magazine Luiza;Notebook;i5
Notebook Gamer Acer Nitro 5 i5 8GB 128GB+1TB PL4 15.6 Linux;5129.1;0.0;Magazine Luiza;Notebook;i5
Notebook Lenovo IdeaPad 3i 82BS0001BR Intel Corei5;3689.1;1.0;Magazine Luiza;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5502-M30S 15.6"" Full HD 11ª G. Intel Core i7 8GB 256GB SSD NVIDIA GeForce Windows 10";5759.1;2.0;Magazine Luiza;Notebook;i5
MacBook Pro 13” Apple Intel Core i5 16GB RAM;15299.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Gamer Lenovo, Intel CoreT i5, 8GB, 256GB SSD, Tela de 15,6"", Chameleon Blue, ideaPad Gaming 3i - 82CG0002BR";5918.81;0.0;Magazine Luiza;Notebook;i5
Notebook Samsung Book X40 Intel Core i5 8GB 1TB - 15,6” Placa de Vídeo 2GB Windows 10;4749.99;0.0;Magazine Luiza;Notebook;i5
"Kit Notebook Ultrafino Dell Inspiron i5502-M10SC 15.6"" Full HD 11ª Ger. Intel Core i5 8GB 256GB SSD Windows 10 + Capa";5327.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5502-M20S 15.6"" Full HD 11ª G. Intel Core i5 8GB 256GB SSD NVIDIA GeForce Windows 10";4859.1;2.0;Magazine Luiza;Notebook;i5
"Notebook Asus, Intel Core i5 1035G1, 8GB, 512GB SSD, Tela de 15,6"", Cinza - X515JA-EJ1045T";3999.0;0.0;Magazine Luiza;Notebook;i5
"Notebook 2 em 1 Dell Inspiron 5406-M20S 14"" Touch 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 McAfee";4769.1;6.0;Magazine Luiza;Notebook;i5
"Notebook Asus, Intel Core i5 1035G1, 8GB, 512GB SSD, Tela de 15,6"", Cinza - X515JA-EJ1045T";3999.0;0.0;Magazine Luiza;Notebook;i5
"Notebook 2 em 1 Dell Inspiron 5406-M20S 14"" Touch 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 McAfee";4769.1;6.0;Magazine Luiza;Notebook;i5
"Kit Notebook 2 em 1 Dell Inspiron 5406-OS20SF 14"" Touch 11ª Ger Intel Core i5 8GB 256GB SSD Windows 10 Microsoft 365";4985.1;1.0;Magazine Luiza;Notebook;i5
Notebook Samsung Galaxy Book S 13.3'' Intel Core i5 Full HD Led;7199.0;3.0;Magazine Luiza;Notebook;i5
Notebook 82BS0005BR 8GB Windows 10 Intel Core i5 Lenovo;3999.0;0.0;Magazine Luiza;Notebook;i5
"Notebook Samsung Book S Intel Core i5, 512GB SSD, 8GB RAM , Tela 13.3"" Full HD -Touch Screen - Dourado (Earth Gold)";6430.91;0.0;Magazine Luiza;Notebook;i5
"Notebook Lenovo IdeaPad Flex 5i i5-1135G7 8GB 256GB SSD W10 14"" FHD WVA Intel Iris Xe";4499.1;0.0;Magazine Luiza;Notebook;i5
Notebook Gamer Lenovo Gaming 3i Intel Core i5-10300H, GTX 1650 4GB, 8GB RAM, 256GB SSD, Linux, 15.6 Widescreen, Chameleon Blue - 82CGS00100;5526.21;0.0;Magazine Luiza;Notebook;i5
"Notebook Lenovo Ultrafino IdeaPad 3i i5 8GB 256 GB SSD Linux 15.6"" 82BSS00200";3239.1;0.0;Magazine Luiza;Notebook;i5
Notebook LG Gram 14Z90N Intel Core i5 8GB;5291.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Samsung Galaxy Book S 256GB SSD, Memória 8GB, Processador Intel Core i5, Tela 13.3"" Full HD Touch Screen";5850.59;1.0;Magazine Luiza;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5402-U10S 14"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Linux Prata";4454.1;1.0;Magazine Luiza;Notebook;i5
"Kit Notebook Dell Inspiron 3501-M41PB 15.6"" HD 10ª Ger Intel Core i5 4GB 256GB SSD Windows Preto + Mochila Essential";3725.1;0.0;Magazine Luiza;Notebook;i5
"Kit Notebook Ultrafino Dell Inspiron i5402 14"" Full HD 11ª Ger. Intel Core i5 8GB 256GB SSD Windows 10 + Capa Essential";4634.1;3.0;Magazine Luiza;Notebook;i5
"Notebook Lenovo, Intel Core i5 9300HF, 8GB, 256GB SSD, Tela de 15,6"", GeForce GTX 1050, Preto, Ideapad L340 - 81TR0006BR";5278.9;3.0;Magazine Luiza;Notebook;i5
"Notebook Lenovo Ultrafino IdeaPad 3i i5-10210U 8GB 256 GB SSD Windows 10 15.6"" 82BS0005BR Prata";3419.1;0.0;Magazine Luiza;Notebook;i5
Notebook Acer Aspire 5 A514-53-59QJ Intel Core I5 Windows 10 Home 8GB 256GB SSD 14';3704.05;83.0;Magazine Luiza;Notebook;i5
"Notebook 14"" aspire 5 core i5-1035g1/4gb/256gb/win10 a514-53-5239  acer";3538.56;0.0;Magazine Luiza;Notebook;i5
"Notebook Ultrafino Dell Inspiron i5402-M30S 14"" Full HD 11ª Ger. Intel Core i7 16GB 256GB SSD NVIDIA GeForce Windows 10";5939.1;3.0;Magazine Luiza;Notebook;i5
"Kit Notebook Ultrafino Dell Inspiron i5402 14"" FHD 11ª G Intel Core i7 16GB 512GB SSD NVIDIA GeForce Win 10 + Mochila";6119.1;2.0;Magazine Luiza;Notebook;i5
"Notebook Lenovo Ultrafino IdeaPad 3i i5 8GB 256 GB SSD Placa de Vídeo Dedicada W10 15.6"" 82BS0001BR";3869.1;0.0;Magazine Luiza;Notebook;i5
"Kit Notebook Dell Inspiron 3501-M41PS 15.6"" HD 10ª Ger Intel Core i5 4GB 256GB SSD Windows Preto + Capa Essential";3644.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Gamer 2AM E550 NVIDIA GeForce GTX 1050 3GB - FreeDOS Core i5-9400 8GB  SSD NVMe 128GB + 1TB FullHD 15.6""";5449.0;0.0;Magazine Luiza;Notebook;i5
Notebook Acer A515-54-557C Intel Core i5 4GB 256GB SSD Tela 15.6 Prata;3689.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Lenovo, Intel  Core  i5 10210U, 8GB, 256GB SSD, Tela de 15,6"", NVIDIA  MX330, Prata, IdeaPad 3i - 82BS0001BR";3999.0;0.0;Magazine Luiza;Notebook;i5
Notebook Acer Aspire 5 Intel Core i5-10210U, 4GB, 256GB SSD, 15.6 FHD 1920x1080, Endless OS, Prata - A515-54-557C;3455.44;0.0;Magazine Luiza;Notebook;i5
Notebook Samsung Galaxy Book S , Intel Core i5, 8GB, 256GB SSD, Tela de 13,3'' Touch - NP767XCM-K01BR;4999.0;0.0;Magazine Luiza;Notebook;i5
"Notebook Dell Inspiron 3501-M46PF 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows Microsoft 365 Preto";3995.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Lenovo Yoga 7i 2 em 1 14"" i5-1135G7 8GB 256GB SSD Placa de Vídeo Intel Iris Xe W10 FHD WVA";6029.1;0.0;Magazine Luiza;Notebook;i5
"Notebook Asus, Intel Core i5-1035G1, 8GB, 256GB SSD, Intel HD Graphics 620, Tela de 15,6"", Cinza - X515JA-EJ592T";4618.9;6.0;Magazine Luiza;Notebook;i5
Notebook Acer Aspire 5 A514-53-59QJ Intel Core I5 8GB 256GB SSD 14'' Windows 10;3514.05;5.0;Magazine Luiza;Notebook;i5
"Notebook Asus VivoBook X543UA-DM3457T - Intel Core i5 8GB 256GB SSD 15,6"" Full HD LED";3514.99;0.0;Magazine Luiza;Notebook;i5
"Notebook Compaq Presario 452 Intel Core i5 Linux 8GB 1TB 14"" - Cinza";3799.0;0.0;Magazine Luiza;Notebook;i5
Notebook Gamer Dell G5-5590-A55P Intel Core i5 8GB - 512GB SSD 15,6” Full HD NVIDIA GTX 1650 4GB;8200.64;0.0;Magazine Luiza;Notebook;i5
"Notebook Dell Inspiron 3501-M46S36M 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows McAfee 36 Meses";4121.1;0.0;Magazine Luiza;Notebook;i5
Notebook Samsung Book X30 Intel Core i5 8GB 1TB - 15,6” Windows 10;4655.0;0.0;Magazine Luiza;Notebook;i5
Notebook Acer, Intel Core i5 10210U, 8GB, 512GB SSD, Tela de 15,6  , Nvidia GeForce MX 250 - A515-54G-52C1;5168.9;0.0;Magazine Luiza;Notebook;i5
Notebook Samsung Book X40 Intel Core i5 8GB 1TB - 15,6” Placa de Vídeo 2GB Windows 10;4940.0;0.0;Magazine Luiza;Notebook;i5
Notebook Gamer Gigabyte G5 Intel Core i5-10500H, 16GB, SSD 512GB, 15,6 FHD 240Hz, Nvidia RTX 3060 6GB, Windows 10 Home, Preto - KC-5BR2130SH;10526.21;0.0;Magazine Luiza;Notebook;i5
"Notebook Acer Aspire 5 A515-54G-53XP Intel Core i5-10210U 8GB (MX250 2GB) 256GB W10 15.6"" Prata";3699.99;12.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) Windows 10 FHD Tela 15.6'' Cinza Chumbo NP550XDA-KF2BR;3689.0;38.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54-50BT Intel Core i5-10210U 8GB 512GB W10 15,6"" Prata";3889.0;21.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3499.99;4.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB (GeForce MX330 2GB) 256GB SSD W10 15.6"" Prata";4099.0;3.0;Submarino;Notebook;i5
Notebook Acer AN515-55-51D3 Intel Core i5-10300H 8GB (GeForce GTX 1650) 512GB SSD W10 15,6'' - Black;5499.99;2.0;Submarino;Notebook;i5
Notebook Acer Aspire Nitro 5 AN515-54-528V 9ª Intel Core i5 8GB (Geforce GTX1650 4GB) 1TB 128GB SSD 15.6 FHD W10 Preto;5389.0;7.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54G-53XP Intel Core i5-10210U 8GB (MX250 2GB) 256GB W10 15.6"" Prata";3699.99;12.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) Windows 10 FHD Tela 15.6'' Cinza Chumbo NP550XDA-KF2BR;3689.0;38.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54-50BT Intel Core i5-10210U 8GB 512GB W10 15,6"" Prata";3889.0;21.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3499.99;4.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB (GeForce MX330 2GB) 256GB SSD W10 15.6"" Prata";4099.0;3.0;Submarino;Notebook;i5
Notebook Acer AN515-55-51D3 Intel Core i5-10300H 8GB (GeForce GTX 1650) 512GB SSD W10 15,6'' - Black;5499.99;2.0;Submarino;Notebook;i5
Notebook Acer Aspire Nitro 5 AN515-54-528V 9ª Intel Core i5 8GB (Geforce GTX1650 4GB) 1TB 128GB SSD 15.6 FHD W10 Preto;5389.0;7.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54G-53XP Intel Core i5-10210U 8GB (MX250 2GB) 256GB W10 15.6"" Prata";3699.99;12.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) Windows 10 FHD Tela 15.6'' Cinza Chumbo NP550XDA-KF2BR;3689.0;38.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54-50BT Intel Core i5-10210U 8GB 512GB W10 15,6"" Prata";3889.0;21.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3499.99;4.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB (GeForce MX330 2GB) 256GB SSD W10 15.6"" Prata";4099.0;3.0;Submarino;Notebook;i5
Notebook Acer AN515-55-51D3 Intel Core i5-10300H 8GB (GeForce GTX 1650) 512GB SSD W10 15,6'' - Black;5499.99;2.0;Submarino;Notebook;i5
Notebook Acer Aspire Nitro 5 AN515-54-528V 9ª Intel Core i5 8GB (Geforce GTX1650 4GB) 1TB 128GB SSD 15.6 FHD W10 Preto;5389.0;7.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54G-53XP Intel Core i5-10210U 8GB (MX250 2GB) 256GB W10 15.6"" Prata";3699.99;12.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) Windows 10 FHD Tela 15.6'' Cinza Chumbo NP550XDA-KF2BR;3689.0;38.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54-50BT Intel Core i5-10210U 8GB 512GB W10 15,6"" Prata";3889.0;21.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3499.99;4.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB (GeForce MX330 2GB) 256GB SSD W10 15.6"" Prata";4099.0;3.0;Submarino;Notebook;i5
Notebook Acer AN515-55-51D3 Intel Core i5-10300H 8GB (GeForce GTX 1650) 512GB SSD W10 15,6'' - Black;5499.99;2.0;Submarino;Notebook;i5
Notebook Acer Aspire Nitro 5 AN515-54-528V 9ª Intel Core i5 8GB (Geforce GTX1650 4GB) 1TB 128GB SSD 15.6 FHD W10 Preto;5389.0;7.0;Submarino;Notebook;i5
Notebook Asus X515JA-EJ592R Intel Core i5-1035G1 8GB 256GB SSD W10 Pro 15.6'' Cinza;4482.99;0.0;Submarino;Notebook;i5
Notebook Acer A515-54-53VN Intel Core i5-10210U 8GB 256GB SSD W10 15.6'' - Black;3579.99;0.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 1TB (Intel Iris Xe) W10 FHD 15.6'' Branco NP550XDA-KF4BR;3789.0;10.0;Submarino;Notebook;i5
Notebook Acer Aspire 5 A515-54-557C Intel Core i5 4GB 256GB SSD Linux 15.6'' Cinza;3349.99;0.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54G-53XP Intel Core i5-10210U 8GB (MX250 2GB) 256GB W10 15.6"" Prata";3699.99;12.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) Windows 10 FHD Tela 15.6'' Cinza Chumbo NP550XDA-KF2BR;3689.0;38.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54-50BT Intel Core i5-10210U 8GB 512GB W10 15,6"" Prata";3889.0;21.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3499.99;4.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB (GeForce MX330 2GB) 256GB SSD W10 15.6"" Prata";4099.0;3.0;Submarino;Notebook;i5
Notebook Acer AN515-55-51D3 Intel Core i5-10300H 8GB (GeForce GTX 1650) 512GB SSD W10 15,6'' - Black;5499.99;2.0;Submarino;Notebook;i5
Notebook Acer Aspire Nitro 5 AN515-54-528V 9ª Intel Core i5 8GB (Geforce GTX1650 4GB) 1TB 128GB SSD 15.6 FHD W10 Preto;5389.0;7.0;Submarino;Notebook;i5
Notebook Asus X515JA-EJ592R Intel Core i5-1035G1 8GB 256GB SSD W10 Pro 15.6'' Cinza;4482.99;0.0;Submarino;Notebook;i5
Notebook Acer A515-54-53VN Intel Core i5-10210U 8GB 256GB SSD W10 15.6'' - Black;3579.99;0.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 1TB (Intel Iris Xe) W10 FHD 15.6'' Branco NP550XDA-KF4BR;3789.0;10.0;Submarino;Notebook;i5
Notebook Acer Aspire 5 A515-54-557C Intel Core i5 4GB 256GB SSD Linux 15.6'' Cinza;3349.99;0.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54G-53XP Intel Core i5-10210U 8GB (MX250 2GB) 256GB W10 15.6"" Prata";3699.99;12.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) Windows 10 FHD Tela 15.6'' Cinza Chumbo NP550XDA-KF2BR;3689.0;38.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54-50BT Intel Core i5-10210U 8GB 512GB W10 15,6"" Prata";3889.0;21.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3499.99;4.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB (GeForce MX330 2GB) 256GB SSD W10 15.6"" Prata";4099.0;3.0;Submarino;Notebook;i5
Notebook Acer AN515-55-51D3 Intel Core i5-10300H 8GB (GeForce GTX 1650) 512GB SSD W10 15,6'' - Black;5499.99;2.0;Submarino;Notebook;i5
Notebook Acer Aspire Nitro 5 AN515-54-528V 9ª Intel Core i5 8GB (Geforce GTX1650 4GB) 1TB 128GB SSD 15.6 FHD W10 Preto;5389.0;7.0;Submarino;Notebook;i5
Notebook Asus X515JA-EJ592R Intel Core i5-1035G1 8GB 256GB SSD W10 Pro 15.6'' Cinza;4482.99;0.0;Submarino;Notebook;i5
Notebook Acer A515-54-53VN Intel Core i5-10210U 8GB 256GB SSD W10 15.6'' - Black;3579.99;0.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 1TB (Intel Iris Xe) W10 FHD 15.6'' Branco NP550XDA-KF4BR;3789.0;10.0;Submarino;Notebook;i5
Notebook Acer Aspire 5 A515-54-557C Intel Core i5 4GB 256GB SSD Linux 15.6'' Cinza;3349.99;0.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54G-53XP Intel Core i5-10210U 8GB (MX250 2GB) 256GB W10 15.6"" Prata";3699.99;12.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) Windows 10 FHD Tela 15.6'' Cinza Chumbo NP550XDA-KF2BR;3689.0;38.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54-50BT Intel Core i5-10210U 8GB 512GB W10 15,6"" Prata";3889.0;21.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3499.99;4.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB (GeForce MX330 2GB) 256GB SSD W10 15.6"" Prata";4099.0;3.0;Submarino;Notebook;i5
Notebook Acer AN515-55-51D3 Intel Core i5-10300H 8GB (GeForce GTX 1650) 512GB SSD W10 15,6'' - Black;5499.99;2.0;Submarino;Notebook;i5
Notebook Acer Aspire Nitro 5 AN515-54-528V 9ª Intel Core i5 8GB (Geforce GTX1650 4GB) 1TB 128GB SSD 15.6 FHD W10 Preto;5389.0;7.0;Submarino;Notebook;i5
Notebook Asus X515JA-EJ592R Intel Core i5-1035G1 8GB 256GB SSD W10 Pro 15.6'' Cinza;4482.99;0.0;Submarino;Notebook;i5
Notebook Acer A515-54-53VN Intel Core i5-10210U 8GB 256GB SSD W10 15.6'' - Black;3579.99;0.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 1TB (Intel Iris Xe) W10 FHD 15.6'' Branco NP550XDA-KF4BR;3789.0;10.0;Submarino;Notebook;i5
Notebook Acer Aspire 5 A515-54-557C Intel Core i5 4GB 256GB SSD Linux 15.6'' Cinza;3349.99;0.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54G-53XP Intel Core i5-10210U 8GB (MX250 2GB) 256GB W10 15.6"" Prata";3699.99;12.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) Windows 10 FHD Tela 15.6'' Cinza Chumbo NP550XDA-KF2BR;3689.0;38.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54-50BT Intel Core i5-10210U 8GB 512GB W10 15,6"" Prata";3889.0;21.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3499.99;4.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB (GeForce MX330 2GB) 256GB SSD W10 15.6"" Prata";4099.0;3.0;Submarino;Notebook;i5
Notebook Acer AN515-55-51D3 Intel Core i5-10300H 8GB (GeForce GTX 1650) 512GB SSD W10 15,6'' - Black;5499.99;2.0;Submarino;Notebook;i5
Notebook Acer Aspire Nitro 5 AN515-54-528V 9ª Intel Core i5 8GB (Geforce GTX1650 4GB) 1TB 128GB SSD 15.6 FHD W10 Preto;5389.0;7.0;Submarino;Notebook;i5
Notebook Asus X515JA-EJ592R Intel Core i5-1035G1 8GB 256GB SSD W10 Pro 15.6'' Cinza;4482.99;0.0;Submarino;Notebook;i5
Notebook Acer A515-54-53VN Intel Core i5-10210U 8GB 256GB SSD W10 15.6'' - Black;3579.99;0.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 1TB (Intel Iris Xe) W10 FHD 15.6'' Branco NP550XDA-KF4BR;3789.0;10.0;Submarino;Notebook;i5
Notebook Acer Aspire 5 A515-54-557C Intel Core i5 4GB 256GB SSD Linux 15.6'' Cinza;3349.99;0.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54G-53XP Intel Core i5-10210U 8GB (MX250 2GB) 256GB W10 15.6"" Prata";3699.99;12.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) Windows 10 FHD Tela 15.6'' Cinza Chumbo NP550XDA-KF2BR;3689.0;38.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54-50BT Intel Core i5-10210U 8GB 512GB W10 15,6"" Prata";3889.0;21.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3499.99;4.0;Submarino;Notebook;i5
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB (GeForce MX330 2GB) 256GB SSD W10 15.6"" Prata";4099.0;3.0;Submarino;Notebook;i5
Notebook Acer AN515-55-51D3 Intel Core i5-10300H 8GB (GeForce GTX 1650) 512GB SSD W10 15,6'' - Black;5499.99;2.0;Submarino;Notebook;i5
Notebook Acer Aspire Nitro 5 AN515-54-528V 9ª Intel Core i5 8GB (Geforce GTX1650 4GB) 1TB 128GB SSD 15.6 FHD W10 Preto;5389.0;7.0;Submarino;Notebook;i5
Notebook Asus X515JA-EJ592R Intel Core i5-1035G1 8GB 256GB SSD W10 Pro 15.6'' Cinza;4482.99;0.0;Submarino;Notebook;i5
Notebook Acer A515-54-53VN Intel Core i5-10210U 8GB 256GB SSD W10 15.6'' - Black;3579.99;0.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 1TB (Intel Iris Xe) W10 FHD 15.6'' Branco NP550XDA-KF4BR;3789.0;10.0;Submarino;Notebook;i5
Notebook Acer Aspire 5 A515-54-557C Intel Core i5 4GB 256GB SSD Linux 15.6'' Cinza;3349.99;0.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54G-53XP Intel Core i5-10210U 8GB (MX250 2GB) 256GB W10 15.6"" Prata";3699.99;12.0;Submarino;Notebook;i5
Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) Windows 10 FHD Tela 15.6'' Cinza Chumbo NP550XDA-KF2BR;3689.0;38.0;Submarino;Notebook;i5
"Notebook Acer Aspire 5 A515-54-50BT Intel Core i5-10210U 8GB 512GB W10 15,6"" Prata";3889.0;21.0;Submarino;Notebook;i5
